"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type","name_winery_region"
"Kiechlinsberger Vulkanfelsen Grauerburgunder Trocken 2018","Germany","Baden","Königschaffhausen-Kiechlinsbergen",4,44,10.24,2018,"White","Kiechlinsberger Vulkanfelsen Grauerburgunder Trocken 2018 - Königschaffhausen-Kiechlinsbergen, Baden"
"Platin Riesling 2019","Austria","Kamptal","Jurtschitsch",3.6,44,10.09,2019,"White","Platin Riesling 2019 - Jurtschitsch, Kamptal"
"Classic Graves Blanc 2016","France","Graves","Château Brondelle",3.6,44,11.95,2016,"White","Classic Graves Blanc 2016 - Château Brondelle, Graves"
"Eden Valley Dry Riesling 2015","Australia","Eden Valley","Langmeil",3.6,44,15.5,2015,"White","Eden Valley Dry Riesling 2015 - Langmeil, Eden Valley"
"1000-Eimerberg Riesling Federspiel 2018","Austria","Wachau","Gritsch Mauritiushof",3.8,44,12.87,2018,"White","1000-Eimerberg Riesling Federspiel 2018 - Gritsch Mauritiushof, Wachau"
"Vis Uvae 2013","Italy","Friuli-Venezia Giulia","Il Carpino",3.7,44,26.77,2013,"White","Vis Uvae 2013 - Il Carpino, Friuli-Venezia Giulia"
"Gelber Muskateller 2017","Austria","Burgenland","Leo Hillinger",3.6,44,8.89,2017,"White","Gelber Muskateller 2017 - Leo Hillinger, Burgenland"
"Vermentino 2019","Italy","Salento","Timo",3.9,44,6.95,2019,"White","Vermentino 2019 - Timo, Salento"
"Altenberg Alte Reben 2015","Germany","Mosel","Van Volxem",4.1,44,39.95,2015,"White","Altenberg Alte Reben 2015 - Van Volxem, Mosel"
"Great Expectations Sauvignon Blanc 2019","South Africa","Robertson","Goedverwacht",3.6,44,6.77,2019,"White","Great Expectations Sauvignon Blanc 2019 - Goedverwacht, Robertson"
"Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe) 2016","France","Pouilly-Fuissé","J.A. Ferret",4.4,44,63.06,2016,"White","Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe) 2016 - J.A. Ferret, Pouilly-Fuissé"
"Ermitage de l'Orée 2004","France","Hermitage","M. Chapoutier",4.8,44,189.95,2004,"White","Ermitage de l'Orée 2004 - M. Chapoutier, Hermitage"
"Eins Zu Eins Gewürztraminer 2018","Germany","Pfalz","Weingut A. Diehl",4,44,6.8,2018,"White","Eins Zu Eins Gewürztraminer 2018 - Weingut A. Diehl, Pfalz"
"Signature Blanc 2019","France","Côtes de Gascogne","Domaine Saint-Lannes",3.7,44,5.95,2019,"White","Signature Blanc 2019 - Domaine Saint-Lannes, Côtes de Gascogne"
"Appius 2015","Italy","Südtirol - Alto Adige","St. Michael-Eppan",4.5,44,101.75,2015,"White","Appius 2015 - St. Michael-Eppan, Südtirol - Alto Adige"
"Blanco 2017","Spain","Rioja Alta","Tarón",3.4,44,5.2,2017,"White","Blanco 2017 - Tarón, Rioja Alta"
"Steinbuckel Riesling GG 2015","Germany","Pfalz","Knipser",4,44,31.19,2015,"White","Steinbuckel Riesling GG 2015 - Knipser, Pfalz"
"Chardonnay 2017","South Africa","Western Cape","Laborie",3.1,44,8.49,2017,"White","Chardonnay 2017 - Laborie, Western Cape"
"Dürnsteiner Kellerberg Riesling Smaragd 2017","Austria","Wachau","F.X. Pichler",4.4,44,59.73,2017,"White","Dürnsteiner Kellerberg Riesling Smaragd 2017 - F.X. Pichler, Wachau"
"Châteauneuf-du-Pape La Bernardine Blanc 2016","France","Châteauneuf-du-Pape","M. Chapoutier",3.6,44,33.46,2016,"White","Châteauneuf-du-Pape La Bernardine Blanc 2016 - M. Chapoutier, Châteauneuf-du-Pape"
"Les Vieilles Vignes Meursault 2016","France","Meursault","Vincent Girardin",4,44,70.3,2016,"White","Les Vieilles Vignes Meursault 2016 - Vincent Girardin, Meursault"
"Viognier 2019","South Africa","Breede River Valley","Excelsior",3.6,44,6.95,2019,"White","Viognier 2019 - Excelsior, Breede River Valley"
"Magréd Chardonnay 2018","Italy","Südtirol - Alto Adige","Nals Margreid",3.6,45,14.13,2018,"White","Magréd Chardonnay 2018 - Nals Margreid, Südtirol - Alto Adige"
"Grauburgunder Herrenstück 2017","Germany","Baden","Weingut Holger Koch",4,45,12.57,2017,"White","Grauburgunder Herrenstück 2017 - Weingut Holger Koch, Baden"
"Venezia Giulia Picol 2017","Italy","Venezia Giulia","Lis Neris",4,45,25.9,2017,"White","Venezia Giulia Picol 2017 - Lis Neris, Venezia Giulia"
"Gloria 2017","Austria","Burgenland","Kollwentz",4.5,45,79.68,2017,"White","Gloria 2017 - Kollwentz, Burgenland"
"Sciare di Est Grillo 2017","Italy","Terre Siciliane","Antichi Vinai",3.7,45,7.42,2017,"White","Sciare di Est Grillo 2017 - Antichi Vinai, Terre Siciliane"
"Gaia White Blend 2016","Argentina","Tupungato","Domaine Bousquet",3.7,45,11.01,2016,"White","Gaia White Blend 2016 - Domaine Bousquet, Tupungato"
"Sauvignon Blanc - Riesling 2018","Germany","Rheinhessen","Nico Espenschied",3.9,45,9.85,2018,"White","Sauvignon Blanc - Riesling 2018 - Nico Espenschied, Rheinhessen"
"Grecanico - Inzolia 2016","Italy","Terre Siciliane","Corte dei Mori",3.7,45,6.5,2016,"White","Grecanico - Inzolia 2016 - Corte dei Mori, Terre Siciliane"
"Riesling Abtsberg GG 2018","Germany","Mosel","Maximin Grünhaus",4,45,26.66,2018,"White","Riesling Abtsberg GG 2018 - Maximin Grünhaus, Mosel"
"Pinot Grigio 2019","Italy","Südtirol - Alto Adige","Tramin",3.5,45,8.9,2019,"White","Pinot Grigio 2019 - Tramin, Südtirol - Alto Adige"
"Chardonnay vom Kalkmergel 2018","Germany","Pfalz","Philipp Kuhn",3.6,45,14.89,2018,"White","Chardonnay vom Kalkmergel 2018 - Philipp Kuhn, Pfalz"
"Barón de Chirel Verdejo Viñas Centenarias 2016","Spain","Castilla y León","Marqués de Riscal",4.3,45,41.61,2016,"White","Barón de Chirel Verdejo Viñas Centenarias 2016 - Marqués de Riscal, Castilla y León"
"Chardonnay 2017","United States","Central Coast","Ryder Estate",3.7,45,15.9,2017,"White","Chardonnay 2017 - Ryder Estate, Central Coast"
"Corton-Charlemagne Grand Cru 2016","France","Corton-Charlemagne Grand Cru","Joseph Drouhin",4.3,45,195,2016,"White","Corton-Charlemagne Grand Cru 2016 - Joseph Drouhin, Corton-Charlemagne Grand Cru"
"Just Riesling! 2012","Germany","Nahe","Gut Hermannsberg",3.5,45,9.21,2012,"White","Just Riesling! 2012 - Gut Hermannsberg, Nahe"
"Gewürztraminer Trentino 2018","Italy","Trentino","Endrizzi",3.8,45,12.2,2018,"White","Gewürztraminer Trentino 2018 - Endrizzi, Trentino"
"Copper Series Wilde Chardonnay 2017","Australia","Hunter Valley","Tempus Two",3.8,45,16.83,2017,"White","Copper Series Wilde Chardonnay 2017 - Tempus Two, Hunter Valley"
"Macabeo 2018","Spain","Castilla","Las Corazas",3.4,45,6,2018,"White","Macabeo 2018 - Las Corazas, Castilla"
"Sauvignon Blanc Bordeaux 2010","France","Bordeaux","Dourthe N°1",3,45,8.95,2010,"White","Sauvignon Blanc Bordeaux 2010 - Dourthe N°1, Bordeaux"
"Sauvignon Blanc - Sémillon 2017","Turkey","Thrace","Suvla",3.2,45,12,2017,"White","Sauvignon Blanc - Sémillon 2017 - Suvla, Thrace"
"Königsschild Riesling 2016","Germany","Nahe","Martin Tesch",3.5,45,13.9,2016,"White","Königsschild Riesling 2016 - Martin Tesch, Nahe"
"Reserva Sauvignon Blanc 2019","Chile","Central Valley","Caliterra",3.7,45,8.32,2019,"White","Reserva Sauvignon Blanc 2019 - Caliterra, Central Valley"
"Grüner Veltliner Weinviertel 2019","Austria","Weinviertel","Ingrid Groiss",4.2,45,10.95,2019,"White","Grüner Veltliner Weinviertel 2019 - Ingrid Groiss, Weinviertel"
"Vermentino Toscana 2019","Italy","Toscana","Aia Vecchia",3.5,45,9.95,2019,"White","Vermentino Toscana 2019 - Aia Vecchia, Toscana"
"Sauvignon Blanc 2019","New Zealand","Marlborough","Mount Nelson",4.1,45,14.99,2019,"White","Sauvignon Blanc 2019 - Mount Nelson, Marlborough"
"Nachschlag 2019","Germany","Franken","Stahl",3.8,45,6.95,2019,"White","Nachschlag 2019 - Stahl, Franken"
"Domaine de Fontenille Pouilly-Fumé 2018","France","Pouilly-Fumé","Patrick Maudry",3.9,45,18.97,2018,"White","Domaine de Fontenille Pouilly-Fumé 2018 - Patrick Maudry, Pouilly-Fumé"
"Pinot Grigio delle Venezie 2019","Italy","delle Venezie","Corte Giara",3.6,45,6.43,2019,"White","Pinot Grigio delle Venezie 2019 - Corte Giara, delle Venezie"
"Oroya Created For Sushi 2018","Spain","Castilla y León","Oroya",3.4,45,6.9,2018,"White","Oroya Created For Sushi 2018 - Oroya, Castilla y León"
"Hole In The Water Sauvignon Blanc 2019","New Zealand","Marlborough","Konrad",4.1,45,10.9,2019,"White","Hole In The Water Sauvignon Blanc 2019 - Konrad, Marlborough"
"Deidesheimer Kieselberg Riesling Trocken 2018","Germany","Pfalz","Dr. Von Bassermann-Jordan",3.7,45,16.47,2018,"White","Deidesheimer Kieselberg Riesling Trocken 2018 - Dr. Von Bassermann-Jordan, Pfalz"
"Les Deux Tours Sauvignon Blanc 2018","France","Loire Valley","de Ladoucette",4,46,15.3,2018,"White","Les Deux Tours Sauvignon Blanc 2018 - de Ladoucette, Loire Valley"
"Grauer Burgunder Trocken 2019","Germany","Baden","Alexander Laible",4.2,46,11.94,2019,"White","Grauer Burgunder Trocken 2019 - Alexander Laible, Baden"
"Castello della Sala San Giovanni della Sala Classico Superiore 2019","Italy","Orvieto","Antinori",3.9,46,14.85,2019,"White","Castello della Sala San Giovanni della Sala Classico Superiore 2019 - Antinori, Orvieto"
"Penon Pinot Bianco 2018","Italy","Südtirol - Alto Adige","Nals Margreid",3.7,46,12.8,2018,"White","Penon Pinot Bianco 2018 - Nals Margreid, Südtirol - Alto Adige"
"Classic Riesling 2018","France","Alsace","Hugel",3.7,46,14.75,2018,"White","Classic Riesling 2018 - Hugel, Alsace"
"Efeso Bianco 2017","Italy","Val di Neto","Librandi",3.9,46,11.4,2017,"White","Efeso Bianco 2017 - Librandi, Val di Neto"
"Laudàri Chardonnay 2018","Italy","Terre Siciliane","Baglio del Cristo di Campobello",4.1,46,17.23,2018,"White","Laudàri Chardonnay 2018 - Baglio del Cristo di Campobello, Terre Siciliane"
"Nonnenberg Monopol Riesling 2016","Germany","Rheingau","Georg Breuer",4.2,46,52,2016,"White","Nonnenberg Monopol Riesling 2016 - Georg Breuer, Rheingau"
"Roero Arneis 2019","Italy","Roero","Bruno Giacosa",3.8,46,19.4,2019,"White","Roero Arneis 2019 - Bruno Giacosa, Roero"
"Pedra de Guix 2016","Spain","Priorat","Terroir Al Límit Soc. Lda",4.3,46,60,2016,"White","Pedra de Guix 2016 - Terroir Al Límit Soc. Lda, Priorat"
"La Falaise Languedoc Blanc 2016","France","Languedoc","Château la Négly",4.1,46,19.01,2016,"White","La Falaise Languedoc Blanc 2016 - Château la Négly, Languedoc"
"Bordeaux Blanc 2016","France","Bordeaux","Château de Ricaud",3.4,46,7.44,2016,"White","Bordeaux Blanc 2016 - Château de Ricaud, Bordeaux"
"Grauer Burgunder vom Löss 2018","Germany","Pfalz","Philipp Kuhn",4,46,14.89,2018,"White","Grauer Burgunder vom Löss 2018 - Philipp Kuhn, Pfalz"
"The Y Series Unwooded Chardonnay 2019","Australia","South Australia","Yalumba",3.2,46,11.9,2019,"White","The Y Series Unwooded Chardonnay 2019 - Yalumba, South Australia"
"Marienburg GG Fahrlay 2016","Germany","Mosel","Clemens Busch",4.3,46,33.5,2016,"White","Marienburg GG Fahrlay 2016 - Clemens Busch, Mosel"
"Kleine Rust Chenin Blanc - Sauvignon Blanc 2019","South Africa","Stellenbosch","Stellenrust",3.6,46,5.76,2019,"White","Kleine Rust Chenin Blanc - Sauvignon Blanc 2019 - Stellenrust, Stellenbosch"
"Friulano 2017","Italy","Colli Orientali del Friuli","Torre Rosazza",4,46,13.93,2017,"White","Friulano 2017 - Torre Rosazza, Colli Orientali del Friuli"
"Kalk & Stein 2018","Germany","Pfalz","Weingut Seckinger",3.7,46,8.8,2018,"White","Kalk & Stein 2018 - Weingut Seckinger, Pfalz"
"Reiterpfad G.C 2014","Germany","Pfalz","Dr. Bürklin-Wolf",4.1,46,54.17,2014,"White","Reiterpfad G.C 2014 - Dr. Bürklin-Wolf, Pfalz"
"Riesling Alsace 2016","France","Alsace","Kuehn",3.7,46,8.48,2016,"White","Riesling Alsace 2016 - Kuehn, Alsace"
"Sauvignon Blanc Reserve 2017","South Africa","Walker Bay","Bouchard Finlayson",3.6,46,16.95,2017,"White","Sauvignon Blanc Reserve 2017 - Bouchard Finlayson, Walker Bay"
"Chardonnay 2018","South Africa","Stellenbosch","Edgebaston",4,46,12.95,2018,"White","Chardonnay 2018 - Edgebaston, Stellenbosch"
"Unplugged Riesling 2018","Germany","Nahe","Martin Tesch",3.7,46,9.9,2018,"White","Unplugged Riesling 2018 - Martin Tesch, Nahe"
"Timpa del Principe 2017","Italy","Calabria","Ferrocinto",3.8,46,7.1,2017,"White","Timpa del Principe 2017 - Ferrocinto, Calabria"
"Corton-Charlemagne Grand Cru 2016","France","Corton-Charlemagne Grand Cru","Domaine des Héritiers Louis Jadot",4.4,47,189.39,2016,"White","Corton-Charlemagne Grand Cru 2016 - Domaine des Héritiers Louis Jadot, Corton-Charlemagne Grand Cru"
"Bertesca Vernaccia di San Gimignano 2017","Italy","Vernaccia di San Gimignano","Castelli del Grevepesa",3.1,47,7.42,2017,"White","Bertesca Vernaccia di San Gimignano 2017 - Castelli del Grevepesa, Vernaccia di San Gimignano"
"Kirchleiten Sauvignon 2013","Italy","Südtirol - Alto Adige","Tiefenbrunner",3.8,47,15.59,2013,"White","Kirchleiten Sauvignon 2013 - Tiefenbrunner, Südtirol - Alto Adige"
"Chardonnay 2016","United States","Russian River Valley","Gallo Signature Series",4.2,47,32.01,2016,"White","Chardonnay 2016 - Gallo Signature Series, Russian River Valley"
"Sauvignon Blanc Trocken 2019","Germany","Rheinhessen","Hofmann",3.8,47,10,2019,"White","Sauvignon Blanc Trocken 2019 - Hofmann, Rheinhessen"
"Three Terraces Waihopai Sauvignon Blanc 2017","New Zealand","Marlborough","Marisco Vineyards",3.8,47,15.95,2017,"White","Three Terraces Waihopai Sauvignon Blanc 2017 - Marisco Vineyards, Marlborough"
"Réserve Royale Goruli Mtsvane 2015","Georgia","Kakheti","Mukhrani",4.1,47,29.9,2015,"White","Réserve Royale Goruli Mtsvane 2015 - Mukhrani, Kakheti"
"Chardonnay 2019","South Africa","Coastal Region","Protea",3.3,47,8.95,2019,"White","Chardonnay 2019 - Protea, Coastal Region"
"Lores Chardonnay 2017","Austria","Thermenregion","Johanneshof Reinisch",3.9,47,24.1,2017,"White","Lores Chardonnay 2017 - Johanneshof Reinisch, Thermenregion"
"Nosiola 2018","Italy","Vigneti delle Dolomiti","Madonna delle Vittorie",3.7,47,12.57,2018,"White","Nosiola 2018 - Madonna delle Vittorie, Vigneti delle Dolomiti"
"Golden Grüner Veltliner Reserve 2018","Austria","Weinviertel","Weingut R&A Pfaffl",4,47,22.5,2018,"White","Golden Grüner Veltliner Reserve 2018 - Weingut R&A Pfaffl, Weinviertel"
"Chardonnay 2018","France","Pays d'Oc","Croix d'Or",3.8,47,6.9,2018,"White","Chardonnay 2018 - Croix d'Or, Pays d'Oc"
"Gelber Muskateller Steirische Klassik 2019","Austria","Südsteiermark","Tement",3.7,47,13.61,2019,"White","Gelber Muskateller Steirische Klassik 2019 - Tement, Südsteiermark"
"Schieferterrassen Reserve Riesling 2017","Austria","Kremstal","Domane Krems",4.2,47,14.72,2017,"White","Schieferterrassen Reserve Riesling 2017 - Domane Krems, Kremstal"
"Châteauneuf-du-Pape Vieilles Vignes Blanc 2006","France","Châteauneuf-du-Pape","Tardieu-Laurent",4.2,47,46.95,2006,"White","Châteauneuf-du-Pape Vieilles Vignes Blanc 2006 - Tardieu-Laurent, Châteauneuf-du-Pape"
"Reserva Chardonnay 2018","Chile","Casablanca Valley","Caliterra",3.2,47,6.99,2018,"White","Reserva Chardonnay 2018 - Caliterra, Casablanca Valley"
"Wehlener Sonnenuhr Riesling Spätlese 2017","Germany","Wehlen","Joh. Jos. Prüm",4.2,47,30.47,2017,"White","Wehlener Sonnenuhr Riesling Spätlese 2017 - Joh. Jos. Prüm, Wehlen"
"Zeltinger Schlossberg Riesling Auslese** 2007","Germany","Mosel","Markus Molitor",4.5,47,43.65,2007,"White","Zeltinger Schlossberg Riesling Auslese** 2007 - Markus Molitor, Mosel"
"Fiano Salento Roycello 2018","Italy","Salento","Tormaresca",3.5,47,13.25,2018,"White","Fiano Salento Roycello 2018 - Tormaresca, Salento"
"Chablis Vieilles Vignes 2017","France","Chablis","Château de Chemilly",4,47,16.5,2017,"White","Chablis Vieilles Vignes 2017 - Château de Chemilly, Chablis"
"Talò Chardonnay 2018","Italy","Puglia","San Marzano",3.8,47,6.85,2018,"White","Talò Chardonnay 2018 - San Marzano, Puglia"
"Manzanile Vermentino di Sardegna 2018","Italy","Vermentino di Sardegna","Gabbas",3.6,47,11,2018,"White","Manzanile Vermentino di Sardegna 2018 - Gabbas, Vermentino di Sardegna"
"Rivaner 2018","Germany","Baden","Karl H. Johner",3.3,47,7.72,2018,"White","Rivaner 2018 - Karl H. Johner, Baden"
"de Vite 2019","Italy","Vigneti delle Dolomiti","J. Hofstätter",4,47,11.16,2019,"White","de Vite 2019 - J. Hofstätter, Vigneti delle Dolomiti"
"Sauvignon Blanc 2018","Italy","Südtirol - Alto Adige","Alois Lageder",3.6,47,12.9,2018,"White","Sauvignon Blanc 2018 - Alois Lageder, Südtirol - Alto Adige"
"Obere Steilterrassen Atzberg Grüner Veltliner 2016","Austria","Wachau","Gritsch Mauritiushof",4.4,47,56.05,2016,"White","Obere Steilterrassen Atzberg Grüner Veltliner 2016 - Gritsch Mauritiushof, Wachau"
"Sa Fita Blanco 2017","Spain","Plà i Llevant","Es Fangar",4.2,47,18.9,2017,"White","Sa Fita Blanco 2017 - Es Fangar, Plà i Llevant"
"Sauvignon Blanc 2019","South Africa","Stellenbosch","Stellenrust",3.5,47,7.29,2019,"White","Sauvignon Blanc 2019 - Stellenrust, Stellenbosch"
"Supperin Grüner Veltliner 2016","Austria","Wachau","Pichler-Krutzler",3.8,47,27.5,2016,"White","Supperin Grüner Veltliner 2016 - Pichler-Krutzler, Wachau"
"Bourgogne Hautes-Côtes de Beaune Chardonnay 2018","France","Bourgogne Hautes-Côtes de Beaune","Domaine Henri Delagrange et Fils",3.4,47,16.83,2018,"White","Bourgogne Hautes-Côtes de Beaune Chardonnay 2018 - Domaine Henri Delagrange et Fils, Bourgogne Hautes-Côtes de Beaune"
"Chassagne-Montrachet 1er Cru 'Cailleret' 2012","France","Chassagne-Montrachet 1er Cru 'Cailleret'","Jean-Marc Morey",4,47,86.62,2012,"White","Chassagne-Montrachet 1er Cru 'Cailleret' 2012 - Jean-Marc Morey, Chassagne-Montrachet 1er Cru 'Cailleret'"
"Donnaluce 2019","Italy","Lazio","Poggio le Volpi",4.1,47,12.9,2019,"White","Donnaluce 2019 - Poggio le Volpi, Lazio"
"Frühlingsplätzchen Riesling GG 2014","Germany","Nahe","Emrich-Schönleber",4.2,47,38.95,2014,"White","Frühlingsplätzchen Riesling GG 2014 - Emrich-Schönleber, Nahe"
"Mâcon-Verzé 2018","France","Mâcon-Villages","Domaine Leflaive",4.1,47,31.9,2018,"White","Mâcon-Verzé 2018 - Domaine Leflaive, Mâcon-Villages"
"Deidesheimer Herrgottsacker Riesling Trocken 2018","Germany","Pfalz","Georg Mosbacher",4,48,10.84,2018,"White","Deidesheimer Herrgottsacker Riesling Trocken 2018 - Georg Mosbacher, Pfalz"
"Muti Albariño 2014","Spain","Rías Baixas","Raúl Pérez",3.9,48,21.9,2014,"White","Muti Albariño 2014 - Raúl Pérez, Rías Baixas"
"Perdaudin Roero Arneis 2018","Italy","Roero","Negro Angelo",3.9,48,15.5,2018,"White","Perdaudin Roero Arneis 2018 - Negro Angelo, Roero"
"Anteprima Tonda Trebbiano Spoletino 2017","Italy","Spoleto","Antonelli San Marco",4.1,48,20.9,2017,"White","Anteprima Tonda Trebbiano Spoletino 2017 - Antonelli San Marco, Spoleto"
"Riesling Trocken 2016","Germany","Rheingau","Prinz",3.5,48,8.95,2016,"White","Riesling Trocken 2016 - Prinz, Rheingau"
"Sémillon - Chardonnay 2018","Australia","South Australia","Rawson's Retreat",3.3,48,7.9,2018,"White","Sémillon - Chardonnay 2018 - Rawson's Retreat, South Australia"
"La Galopine Condrieu 2017","France","Condrieu","Delas",4.1,48,44.75,2017,"White","La Galopine Condrieu 2017 - Delas, Condrieu"
"Le G de Guiraud Bordeaux Blanc Sec 2019","France","Bordeaux","Château Guiraud",4,48,14.52,2019,"White","Le G de Guiraud Bordeaux Blanc Sec 2019 - Château Guiraud, Bordeaux"
"Weissenkirchner Achleithen Grüner Veltliner Smaragd 2015","Austria","Wachau","Rudi Pichler",4.2,48,54,2015,"White","Weissenkirchner Achleithen Grüner Veltliner Smaragd 2015 - Rudi Pichler, Wachau"
"Reserve Sauvignon Blanc 2017","South Africa","Cape Point","Cape Point Vineyards",4.1,48,21.5,2017,"White","Reserve Sauvignon Blanc 2017 - Cape Point Vineyards, Cape Point"
"Escheburg 2011","Germany","Mosel","Immich-Batterieberg",4,48,16.47,2011,"White","Escheburg 2011 - Immich-Batterieberg, Mosel"
"Halgans Riesling Trocken 2016","Germany","Nahe","Emrich-Schönleber",3.7,48,20.9,2016,"White","Halgans Riesling Trocken 2016 - Emrich-Schönleber, Nahe"
"Rías Baixas Albariño 2019","Spain","Rías Baixas","Martin Codax",3.7,48,7.93,2019,"White","Rías Baixas Albariño 2019 - Martin Codax, Rías Baixas"
"Riesling Grand Premier Cru 2018","Luxembourg","Côtes de Grevenmacher","Bernard-Massard",3.7,48,14.83,2018,"White","Riesling Grand Premier Cru 2018 - Bernard-Massard, Côtes de Grevenmacher"
"Grauburgunder 2018","Germany","Pfalz","Rings",3.6,48,9.45,2018,"White","Grauburgunder 2018 - Rings, Pfalz"
"Wattle Brae Riesling 2017","Australia","Eden Valley","Langmeil",3.7,48,14.13,2017,"White","Wattle Brae Riesling 2017 - Langmeil, Eden Valley"
"Baron Salvadori Chardonnay Riserva 2016","Italy","Südtirol - Alto Adige","Nals Margreid",4,48,25.9,2016,"White","Baron Salvadori Chardonnay Riserva 2016 - Nals Margreid, Südtirol - Alto Adige"
"Les Côtes aux Valets Sancerre Blanc 2015","France","Sancerre","Henri Bourgeois",4.2,48,50.69,2015,"White","Les Côtes aux Valets Sancerre Blanc 2015 - Henri Bourgeois, Sancerre"
"Grüner Veltliner Smaragd Classic 2017","Austria","Wachau","Domäne Wachau",3.9,48,14.99,2017,"White","Grüner Veltliner Smaragd Classic 2017 - Domäne Wachau, Wachau"
"Pouilly-Fuissé Vielles Vignes 2016","France","Pouilly-Fuissé","Daniel Pollier",3.7,48,16.08,2016,"White","Pouilly-Fuissé Vielles Vignes 2016 - Daniel Pollier, Pouilly-Fuissé"
"Limousin 2018","Spain","Rueda","Marqués de Riscal",4,48,10.45,2018,"White","Limousin 2018 - Marqués de Riscal, Rueda"
"Terroir Series Torrontes 2019","Argentina","Salta","Kaiken",3.7,48,8.54,2019,"White","Terroir Series Torrontes 2019 - Kaiken, Salta"
"Timeo Grillo 2016","Italy","Terre Siciliane","Baglio di Pianetto",3.8,48,12.58,2016,"White","Timeo Grillo 2016 - Baglio di Pianetto, Terre Siciliane"
"Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2018","Italy","Verdicchio dei Castelli di Jesi","Tenuta di Tavignano",3.3,48,8.76,2018,"White","Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2018 - Tenuta di Tavignano, Verdicchio dei Castelli di Jesi"
"Sauvignon Blanc 2019","New Zealand","Marlborough","Moroki",3.7,48,8.41,2019,"White","Sauvignon Blanc 2019 - Moroki, Marlborough"
"Runcneuv Arneis 2019","Italy","Langhe","Roberto Sarotto",3.8,48,9.26,2019,"White","Runcneuv Arneis 2019 - Roberto Sarotto, Langhe"
"Kirchspiel Riesling GG 2018","Germany","Rheinhessen","Wittmann",4,48,46.4,2018,"White","Kirchspiel Riesling GG 2018 - Wittmann, Rheinhessen"
"Grand Marrenon Blanc 2018","France","Luberon","Marrenon",3.5,48,11.5,2018,"White","Grand Marrenon Blanc 2018 - Marrenon, Luberon"
"Ganz Horn Im Sonnenschein GG 2015","Germany","Pfalz","Ökonomierat Rebholz",4.1,48,49,2015,"White","Ganz Horn Im Sonnenschein GG 2015 - Ökonomierat Rebholz, Pfalz"
"Therese Sauvignon Blanc 2018","Austria","Südsteiermark","Weingut Erich & Walter Polz",3.7,48,23.8,2018,"White","Therese Sauvignon Blanc 2018 - Weingut Erich & Walter Polz, Südsteiermark"
"Nierstein Riesling Trocken 2016","Germany","Rheinhessen","Kühling-Gillot",3.8,48,19.4,2016,"White","Nierstein Riesling Trocken 2016 - Kühling-Gillot, Rheinhessen"
"Sauvignon Blanc 2017","South Africa","Coastal Region","Diemersfontein",3.4,48,7.5,2017,"White","Sauvignon Blanc 2017 - Diemersfontein, Coastal Region"
"Blanco 2019","Spain","Rioja","Baron de Ley",3.7,48,5.69,2019,"White","Blanco 2019 - Baron de Ley, Rioja"
"Le Fornaci Lugana 2019","Italy","Lugana","Tommasi",3.9,48,10.5,2019,"White","Le Fornaci Lugana 2019 - Tommasi, Lugana"
"Oberhäuser Brücke Riesling Spätlese 2015","Germany","Nahe","Dönnhoff",4.2,49,25.84,2015,"White","Oberhäuser Brücke Riesling Spätlese 2015 - Dönnhoff, Nahe"
"Sauvignon 2018","France","Bordeaux","Le Petit Baigneur",3.4,49,6.49,2018,"White","Sauvignon 2018 - Le Petit Baigneur, Bordeaux"
"Riesling 2015","France","Alsace","Albert Boxler",4,49,25.44,2015,"White","Riesling 2015 - Albert Boxler, Alsace"
"Inzolia Sicilia 2018","Italy","Terre Siciliane","Caleo",3.2,49,4.9,2018,"White","Inzolia Sicilia 2018 - Caleo, Terre Siciliane"
"Riesling 2016","Germany","Pfalz","Friedrich Becker",3.6,49,10.69,2016,"White","Riesling 2016 - Friedrich Becker, Pfalz"
"Meursault 'Les Narvaux' 2017","France","Meursault","David Moret-Nomine",4.2,49,63.9,2017,"White","Meursault 'Les Narvaux' 2017 - David Moret-Nomine, Meursault"
"Premium Chardonnay 2016","New Zealand","Marlborough","Saint Clair",3.7,49,15.84,2016,"White","Premium Chardonnay 2016 - Saint Clair, Marlborough"
"Viognier 2016","Australia","Barossa Valley","Langmeil",3.9,49,11.21,2016,"White","Viognier 2016 - Langmeil, Barossa Valley"
"Chardonnay Dei Sassi Cavi 2015","Italy","Collio","Collavini",3.3,49,9.99,2015,"White","Chardonnay Dei Sassi Cavi 2015 - Collavini, Collio"
"Loiserberg Grüner Veltliner Reserve 2017","Austria","Kamptal","Loimer",3.8,49,17.55,2017,"White","Loiserberg Grüner Veltliner Reserve 2017 - Loimer, Kamptal"
"Buntsandstein Riesling 2017","Germany","Pfalz","Frank John",3.8,49,17.5,2017,"White","Buntsandstein Riesling 2017 - Frank John, Pfalz"
"Oktav Grauburgunder 2014","Germany","Baden","Heger",3.7,49,10.67,2014,"White","Oktav Grauburgunder 2014 - Heger, Baden"
"Berg Schlossberg GG 2016","Germany","Rheingau","Weingüter Wegeler",3.9,49,25,2016,"White","Berg Schlossberg GG 2016 - Weingüter Wegeler, Rheingau"
